epoch,dice
1,0.29871046245098115
2,0.4249563217163086
3,0.6709777772426605
4,0.665416419506073
5,0.5797551155090332
6,0.5946872770786286
7,0.37836992740631104
8,0.7630597352981567
9,0.6478362083435059
10,0.6353669822216034
11,0.7414068222045899
12,0.5559144973754883
13,0.8618401288986206
14,0.7272387862205505
15,0.6371033906936645
16,0.8269220352172851
17,0.6452408015727997
18,0.7696337938308716
19,0.6924703001976014
20,0.7539897799491883
21,0.549835592508316
22,0.6567322492599488
23,0.7257798790931702
24,0.6343509018421173
25,0.7700901865959168
26,0.8050158262252808
27,0.6328442394733429
28,0.7971668124198914
29,0.7673978447914124
30,0.701675271987915
31,0.8077319145202637
32,0.6139794230461121
33,0.7463499903678894
34,0.7716146647930145
35,0.7328566551208496
36,0.7542177677154541
37,0.5618043720722199
38,0.7020810365676879
39,0.7545715928077698
40,0.6881295025348664
41,0.8262595057487487
42,0.8045840740203858
43,0.768580186367035
44,0.7761164546012879
45,0.7213187217712402
46,0.8042276978492737
47,0.7462100744247436
48,0.8555419087409973
49,0.71781907081604
50,0.7437847971916198
51,0.6604364395141602
52,0.8441887259483337
53,0.792634654045105
54,0.6383541584014892
55,0.7453964471817016
56,0.6506467461585999
57,0.8302529931068421
58,0.7243468225002289
59,0.8078705906867981
60,0.8512853741645813
61,0.7232545137405395
62,0.6176697969436645
63,0.8652527809143067
64,0.6516087651252747
65,0.8783830285072327
66,0.8024483919143677
67,0.798035180568695
68,0.7683015584945678
69,0.7767801642417907
70,0.6632709622383117
71,0.695765745639801
72,0.8321165680885315
73,0.7299533367156983
74,0.6912674903869629
75,0.7483273863792419
76,0.7717393517494202
77,0.7896058559417725
78,0.7832887768745422
79,0.7133944749832153
80,0.8333856105804444
81,0.8408809661865234
82,0.6789664387702942
83,0.7612712621688843
84,0.7486119151115418
85,0.7688826560974121
86,0.8504038691520691
87,0.6976390719413758
88,0.8327024102210998
89,0.8292149186134339
90,0.8311824202537537
91,0.8666797041893005
92,0.6802741467952729
93,0.8008225798606873
94,0.7902826309204102
95,0.8715605139732361
96,0.8460143208503723
97,0.7752518653869629
98,0.8393902540206909
99,0.7896192193031311
100,0.9081120014190673
